"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"mrireport_mrilu5","mri_report",,"text","Code last used illicit substance*",,,,,,,,,,,,
"mrireport_mrilu5a","mri_report",,"text","Name Other"" last used illicit substance""",,,,,,,,,,,,
"mrireport_mrilu6ever","mri_report",,"text","INTERVIEWER ASK: Days since last CNS active drug use?

	
	CODE SILENTLY: Has participant ever used a CNS active drug?",,"[mrireport_mrilu6ever]",,,,,,,,,,
"mrireport_mri_set4_cns_mrilu6_mrilud","mri_report",,"text","Days since last CNS active medication use Day(s) Days since last CNS medication use?

	Please code days and hours. 

	Code: same day = 0, yesterday = 1, etc.

	Enter ."" if never used (just the single period character).""",,,,,,,,,,,,
"mrireport_mri_set4_cns_mrilu6_mriluh","mri_report",,"text","Days since last CNS active medication use Hour(s) Days since last CNS medication use?

	Please code days and hours. 

	Code: same day = 0, yesterday = 1, etc.

	Enter ."" if never used (just the single period character).""",,,,,,,,,,,,
"mrireport_mrilu7","mri_report",,"text","Code last CNS active medication",,,,,,,,,,,,
"mrireport_mrilu7a","mri_report",,"text","Name Other"" last used CNS active medication""",,,,,,,,,,,,
"mrireport_mri_set5_mrilu8","mri_report",,"text","Number of caffeinated beverages consumed today Code: same day = 0, yesterday = 1, etc.  Enter ."" if never used (just the single period character).""",,,,,,,,,,,,
"mrireport_mri_set5_mrilu9","mri_report",,"text","How many hours ago last caffeinated beverage consumed Code: same day = 0, yesterday = 1, etc.  Enter ."" if never used (just the single period character).""",,,,,,,,,,,,
"mrireport_mri_set5_mrilu10","mri_report",,"text","Number of times tobacco was used today (e.g., number of cigarettes) Code: same day = 0, yesterday = 1, etc.  Enter ."" if never used (just the single period character).""",,,,,,,,,,,,
"mrireport_mri_set5_mrilu11","mri_report",,"text","How many hours ago tobacco was last used Code: same day = 0, yesterday = 1, etc.  Enter ."" if never used (just the single period character).""",,,,,,,,,,,,
"mrireport_transtomri","mri_report",,"text","Interviewer: Now Transition to the MRI session.",,,,,,,,,,,,
"mrireport_mrichecklist","mri_report",,"text","Please Indicate whether MRI was Completed",,,,,,,,,,,,
"mrireport_subject_id2","mri_report",,"text","Please re-enter the subject ID",,,,,,,,,,,,
"mrireport_mricomments","mri_report",,"text","Please add any Comments in regards to the MRI (Be Specific)",,,,,,,,,,,,
"mrireport_rettrans2","mri_report",,"text","(Interviewer please read following to participant): I will be turning the computer back over to you to answer one more question. 

	(Interviewer) Please hit the next button and turn computer over to participant (to complete the sleepiness item).

	Please check to confirm that the sleepiness item is being displayed after hitting the next button.",,,,,,,,,,,,
"mrireport_subjerr2","mri_report",,"text","subjerr2",,,,,,,,,,,,
"mrireport_kss02_1","mri_report",,"text","How sleepy do you feel right now? Please select the number that best corresponds to how sleepy you feel right now.

	Extremely alert/awake = 1

	Neither alert nor sleepy = 5

	Extremely sleepy/fighting sleep = 9",,,,,,,,,,,,
"mrireport_unnamed_80","mri_report",,"text","Unnamed Field",,,,,,,,,,,,
"sleepeve_subject_id","sleep_study_evening_questionnaire","Edit these fields to correct subject/visit assignment (leave empty to keep ID and date as contained in Record ID above)","text","Subject ID",,,,,,,,,,,,
"sleepeve_date","sleep_study_evening_questionnaire",,"text","Date of Interview",,,"date_ymd",,,,,,,,,
"sleepeve_exclude","sleep_study_evening_questionnaire",,"yesno","Exclude this record?",,"Setting this to ""Yes"" will exclude this record from the compiled dataset",,,,,,,,,,
"sleepeve_exclude_reason","sleep_study_evening_questionnaire",,"notes","Why is this record being excluded?",,,,,,,"[sleepeve_exclude] = '1'","y",,,,
"sleepeve_survey_id","sleep_study_evening_questionnaire","Administrative Fields","text","Survey Type ID",,,"number",,,,,,,,,
"sleepeve_id","sleep_study_evening_questionnaire",,"text","sleepeve_id",,,,,,,,,,,,
"sleepeve_completed","sleep_study_evening_questionnaire",,"text","sleepeve_completed",,,,,,,,,,,,
"sleepeve_last_page_seen","sleep_study_evening_questionnaire",,"text","sleepeve_last_page_seen",,,,,,,,,,,,
"sleepeve_start_language","sleep_study_evening_questionnaire",,"text","sleepeve_start_language",,,,,,,,,,,,
"sleepeve_token","sleep_study_evening_questionnaire",,"text","sleepeve_token",,,,,,,,,,,,
"sleepeve_date_interview","sleep_study_evening_questionnaire",,"text","sleepeve_date_interview",,,,,,,,,,,,
"sleepeve_night_sq001","sleep_study_evening_questionnaire","Is this your first, second, or third night of the sleep study?","text","First Night",,"[sleepeve_night_sq001]",,,,,,,,,,
"sleepeve_night_sq002","sleep_study_evening_questionnaire",,"text","Second Night",,"[sleepeve_night_sq002]",,,,,,,,,,
"sleepeve_night_sq003","sleep_study_evening_questionnaire",,"text","Third Night",,"[sleepeve_night_sq003]",,,,,,,,,,
"sleepeve_pan_q1","sleep_study_evening_questionnaire",,"text","Yesterday, were you physically active for a total of at least 60 minutes? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)",,"[sleepeve_pan_q1]",,,,,,,,,,
"sleepeve_pan_q2","sleep_study_evening_questionnaire",,"radio","During the past 7 days, on how many days were you physically active for a total of at least 60 minutes per day? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)","A1, 0 days | A2, 1 Day | A3, 2 Days | A4, 3 Days | A5, 4 Days | A6, 5 Days | A7, 6 Days | A8, 7 Days","[sleepeve_pan_q2]",,,,,,,,,,
"sleepeve_pan_q3","sleep_study_evening_questionnaire",,"radio","On how many of the past 7 days did you exercise or participate in physical activity for at least 20 minutes that made you sweat and breathe hard, such as basketball, soccer, running, swimming laps, fast bicycling, fast dancing, or similar aerobic activities?","A1, 0 Days | A2, 1 Day | A3, 2 Days | A4, 3 Days | A5, 4 Days | A6, 5 Days | A7, 6 Days | A8, 7 Days","[sleepeve_pan_q3]",,,,,,,,,,
"sleepeve_pan_q4","sleep_study_evening_questionnaire",,"radio","On how many of the past 7 days did you do exercises to strengthen or tone your muscles, such as push-ups, sit-ups, or weight lifting?","A1, 0 days | A2, 1 Day | A3, 2 Days | A4, 3 Days | A5, 4 Days | A6, 5 Days | A7, 6 Days | A8, 7 Days","[sleepeve_pan_q4]",,,,,,,,,,
"sleepeve_pan_q5","sleep_study_evening_questionnaire",,"radio","On an average school day, how many hours do you play video or computer games or use a computer for something that is not school work? (Include activities such as Nintendo, Game Boy, PlayStation, Xbox, computer games, and the Internet.)","A1, 0 I do not play video or computer games or use a computer for something that is not school work | A2, Less than 1 hour per day | A3, 1 hour per day | A4, 2 hours per day | A5, 3 hours per day | A6, 4 hours per day | A7, 5 or more hours per day","[sleepeve_pan_q5]",,,,,,,,,,
"sleepeve_pan_q6","sleep_study_evening_questionnaire",,"radio","On an average school day, how many hours do you spend watching DVDs or videos? Include DVDs or videos you watch on a TV, computer, iPod, or other portable device.","A1, I do not watch DVDs or videos on an average school day | A2, Less than 1 hour per day | A3, 1 hour per day | A4, 2 hours per day | A5, 3 hours per day | A6, 4 hours per day | A7, 5 or more hours per day","[sleepeve_pan_q6]",,,,,,,,,,
"sleepeve_pan_q7","sleep_study_evening_questionnaire",,"radio","On an average school day, how many hours do you watch TV?","1, I do not watch TV on an average school day | 2, Less than 1 hour per day | 3, 1 hour per day | 4, 2 hours per day | 5, 3 hours per day | 6, 4 hours per day | 7, 5 or more hours per day","[sleepeve_pan_q7]",,,,,,,,,,
"sleepeve_pan_q8_sq001","sleep_study_evening_questionnaire",,"radio","Yesterday, how many times did you eat vegetables? Include all cooked and uncooked vegetables; salads; and boiled, baked and mashed potatoes. (Do not count french fries or chips.)","A1, 0 times | A2, 1 time | A3, 2 times | A4, 3 or more times","[sleepeve_pan_q8_sq001]",,,,,,,,,,
"sleepeve_pan_q8_sq002","sleep_study_evening_questionnaire",,"radio","Yesterday, how many times did you eat fruit? Do not count juice.","A1, 0 times | A2, 1 time | A3, 2 times | A4, 3 or more times","[sleepeve_pan_q8_sq002]",,,,,,,,,,
"sleepeve_pan_q8_sq003","sleep_study_evening_questionnaire",,"radio","Yesterday, how many meals did you eat? Meals include breakfast, lunch and dinner.","A1, 0 times | A2, 1 time | A3, 2 times | A4, 3 or more times","[sleepeve_pan_q8_sq003]",,,,,,,,,,
"sleepeve_pan_q8_sq004","sleep_study_evening_questionnaire",,"radio","Yesterday, how many times did you eat food from any type of restaurant? (Restaurants include fast food, sit down restaurants, pizza places, and cafeterias)","A1, 0 times | A2, 1 time | A3, 2 times | A4, 3 or more times","[sleepeve_pan_q8_sq004]",,,,,,,,,,
"sleepeve_pan_q8_sq005","sleep_study_evening_questionnaire",,"radio","Yesterday, how many times did you eat or drink a snack? A snack is any food or beverage that you eat or drink before, after, or between meals (not water).","A1, 0 times | A2, 1 time | A3, 2 times | A4, 3 or more times","[sleepeve_pan_q8_sq005]",,,,,,,,,,
"sleepeve_pan_q9","sleep_study_evening_questionnaire",,"radio","Are you a vegetarian?","A1, No | A2,  I eat meat (beef | A3,  pork","[sleepeve_pan_q9]",,,,,,,,,,
"sleepeve_pan_q10","sleep_study_evening_questionnaire",,"radio","Do you eat or drink something for breakfast?","A1, Almost always or always | A2, Sometimes | A3, Almost never or never","[sleepeve_pan_q10]",,,,,,,,,,
"sleepeve_pan_q11","sleep_study_evening_questionnaire",,"radio","When you think about the way you usually eat, would you say that your eating habits are:","A1, Much healthier than those of most people my age | A2, Somewhat healthier than those of most people my age | A3, About the same as those of most people my age | A4, Somewhat less healthy than those of most people my age | A5, Much less healthy than those of most people my age","[sleepeve_pan_q11]",,,,,,,,,,
"sleepeve_day_q1","sleep_study_evening_questionnaire",,"text","Did you take any naps today?",,"[sleepeve_day_q1]",,,,,,,,,,
"sleepeve_day_q2","sleep_study_evening_questionnaire",,"text","What time/s did you nap?",,"[sleepeve_day_q2]",,,,,,,,,,
"sleepeve_day_q3","sleep_study_evening_questionnaire",,"text","Did you use any over the counter or prescribed medications today?",,"[sleepeve_day_q3]",,,,,,,,,,
"sleepeve_day_q4","sleep_study_evening_questionnaire",,"text","Please list any medications taken today and at what times you took them.",,"[sleepeve_day_q4]",,,,,,,,,,
"sleepeve_day_q5","sleep_study_evening_questionnaire",,"text","Did you consume any caffeinated beverages today?",,"[sleepeve_day_q5]",,,,,,,,,,
"sleepeve_day_q6","sleep_study_evening_questionnaire",,"text","Please list the volume of any caffeinated drink/s and time taken.",,"[sleepeve_day_q6]",,,,,,,,,,
"sleepeve_day_q7","sleep_study_evening_questionnaire",,"text","Did you experience any illness today?",,"[sleepeve_day_q7]",,,,,,,,,,
"sleepeve_day_q8","sleep_study_evening_questionnaire",,"text","Did you exercise today?",,"[sleepeve_day_q8]",,,,,,,,,,
"sleepeve_pss_1","sleep_study_evening_questionnaire","The questions in this scale ask you about your feelings and thoughts during the last week. In each case, please circle the appropriate number to indicate how often you felt or thought a certain way. 	 	IN THE LAST WEEK, .........","radio","How often have you been upset because of something that happened unexpectedly?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_1]",,,,,,,,,,
"sleepeve_pss_2","sleep_study_evening_questionnaire",,"radio","How often have you felt that you were unable to control the important things in your life?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_2]",,,,,,,,,,
"sleepeve_pss_3","sleep_study_evening_questionnaire",,"radio","How often have you felt nervous and stressed?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_3]",,,,,,,,,,
"sleepeve_pss_4","sleep_study_evening_questionnaire",,"radio","How often have you felt confident about your ability to handle your personal problems?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_4]",,,,,,,,,,
"sleepeve_pss_5","sleep_study_evening_questionnaire",,"radio","How often have you felt that things were going your way?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_5]",,,,,,,,,,
"sleepeve_pss_6","sleep_study_evening_questionnaire",,"radio","How often have you found that you could not cope with all the things that you had to do?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_6]",,,,,,,,,,
"sleepeve_pss_7","sleep_study_evening_questionnaire",,"radio","How often have you been able to control irritations in your life?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_7]",,,,,,,,,,
"sleepeve_pss_8","sleep_study_evening_questionnaire",,"radio","How often have you felt that you were on top of things?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_8]",,,,,,,,,,
"sleepeve_pss_9","sleep_study_evening_questionnaire",,"radio","How often have you been angered because of things that were outside your control?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_9]",,,,,,,,,,
"sleepeve_pss_10","sleep_study_evening_questionnaire",,"radio","How often have you felt difficulties were piling up so high that you could not overcome them?","A1, 0 Never | A2, 1 Almost never | A3, 2 Sometimes | A4, 3 Fairly often | A5, 4 Very often","[sleepeve_pss_10]",,,,,,,,,,
"sleepeve_isi_q1_1","sleep_study_evening_questionnaire","Please rate the current (i.e. past 2 weeks) SEVERITY of your insomnia problem(s).","radio","Difficulty falling asleep","A1, None | A2, Mild | A3, Moderate | A4, Severe | A5, Very severe","[sleepeve_isi_q1_1]",,,,,,,,,,
"sleepeve_isi_q1_2","sleep_study_evening_questionnaire",,"radio","Difficulty staying awake","A1, None | A2, Mild | A3, Moderate | A4, Severe | A5, Very severe","[sleepeve_isi_q1_2]",,,,,,,,,,
"sleepeve_isi_q1_3","sleep_study_evening_questionnaire",,"radio","Problem Waking up to early","A1, None | A2, Mild | A3, Moderate | A4, Severe | A5, Very severe","[sleepeve_isi_q1_3]",,,,,,,,,,
"sleepeve_isi_q2_sq001","sleep_study_evening_questionnaire",,"radio","How satisfied are you with your current sleeping pattern?","A1, 0 Very satisfied | A2, 1 | A3, 2 | A4, 3 | A5, 4 Very dissatisfied","[sleepeve_isi_q2_sq001]",,,,,,,,,,
"sleepeve_isi_q3_sq001","sleep_study_evening_questionnaire",,"radio","To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g. daytime fatigue, ability to function at work/daily chores, concentration, memory, mood, etc.)","A1, 0 Not at all interfering | A2, 1 A little | A3, 2 Somewhat | A4, 3 Much | A5, 4 Very much","[sleepeve_isi_q3_sq001]",,,,,,,,,,
"sleepeve_isi_q4_sq001","sleep_study_evening_questionnaire",,"radio","How NOTICEABLE to others do you think your sleeping problem is in terms of impairing the quality of your life?","A1, 0 Not at all | A2, 1 A little | A3, 2 Somewhat | A4, 3 Much | A5, 4 Very much noticeable","[sleepeve_isi_q4_sq001]",,,,,,,,,,
"sleepeve_isi_q5_sq001","sleep_study_evening_questionnaire",,"radio","How WORRIED/distressed are you about your current sleep problem?","A1, 0 Not at all | A2, 1 A little | A3, 2 Somewhat | A4, 3 Much | A5, 4 Very much","[sleepeve_isi_q5_sq001]",,,,,,,,,,
"sleepeve_girls_1","sleep_study_evening_questionnaire",,"text","What was the date of the first day of your last period?",,"[sleepeve_girls_1]",,,,,,,,,,
"sleepeve_unnamed_76","sleep_study_evening_questionnaire",,"text","sleepeve_unnamed_76",,,,,,,,,,,,
"sleeppre_subject_id","sleep_study_presleep_questionnaire","Edit these fields to correct subject/visit assignment (leave empty to keep ID and date as contained in Record ID above)","text","Subject ID",,,,,,,,,,,,
"sleeppre_date","sleep_study_presleep_questionnaire",,"text","Date of Interview",,,"date_ymd",,,,,,,,,
"sleeppre_exclude","sleep_study_presleep_questionnaire",,"yesno","Exclude this record?",,"Setting this to ""Yes"" will exclude this record from the compiled dataset",,,,,,,,,,
"sleeppre_exclude_reason","sleep_study_presleep_questionnaire",,"notes","Why is this record being excluded?",,,,,,,"[sleeppre_exclude] = '1'","y",,,,
"sleeppre_survey_id","sleep_study_presleep_questionnaire","Administrative Fields","text","Survey Type ID",,,"number",,,,,,,,,
"sleeppre_id","sleep_study_presleep_questionnaire",,"text","sleeppre_id",,,,,,,,,,,,
"sleeppre_completed","sleep_study_presleep_questionnaire",,"text","sleeppre_completed",,,,,,,,,,,,
"sleeppre_last_page_seen","sleep_study_presleep_questionnaire",,"text","sleeppre_last_page_seen",,,,,,,,,,,,
"sleeppre_start_language","sleep_study_presleep_questionnaire",,"text","sleeppre_start_language",,,,,,,,,,,,
"sleeppre_token","sleep_study_presleep_questionnaire",,"text","sleeppre_token",,,,,,,,,,,,
"sleeppre_date_interview","sleep_study_presleep_questionnaire",,"text","sleeppre_date_interview",,,,,,,,,,,,
"sleeppre_night_sq001","sleep_study_presleep_questionnaire","Is this your first, second, or third night of the sleep study?","text","First Night",,"[sleeppre_night_sq001]",,,,,,,,,,
"sleeppre_night_sq002","sleep_study_presleep_questionnaire",,"text","Second Night",,"[sleeppre_night_sq002]",,,,,,,,,,
"sleeppre_night_sq003","sleep_study_presleep_questionnaire",,"text","Third Night",,"[sleeppre_night_sq003]",,,,,,,,,,
"sleeppre_presleep_q1","sleep_study_presleep_questionnaire",,"text","What time is it now?",,"[sleeppre_presleep_q1]",,,,,,,,,,
"sleeppre_presleep_q2_sq001","sleep_study_presleep_questionnaire","Please rate how you are feeling right now by moving the slider left or right on the lines below.","text","How alert do you feel?",,"[sleeppre_presleep_q2_sq001] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq002","sleep_study_presleep_questionnaire",,"text","How sad do you feel?",,"[sleeppre_presleep_q2_sq002] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq003","sleep_study_presleep_questionnaire",,"text","How tense do you feel?",,"[sleeppre_presleep_q2_sq003] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq004","sleep_study_presleep_questionnaire",,"text","How much of an effort is it to do anything?",,"[sleeppre_presleep_q2_sq004] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq005","sleep_study_presleep_questionnaire",,"text","How happy do you feel?",,"[sleeppre_presleep_q2_sq005] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq006","sleep_study_presleep_questionnaire",,"text","How weary do you feel??",,"[sleeppre_presleep_q2_sq006] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq007","sleep_study_presleep_questionnaire",,"text","How calm do you feel?",,"[sleeppre_presleep_q2_sq007] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq008","sleep_study_presleep_questionnaire",,"text","How sleepy do you feel?",,"[sleeppre_presleep_q2_sq008] Range: ""Very Little"" to ""Very Much""","number",0,100,,,,,,,
"sleeppre_presleep_q2_sq009","sleep_study_presleep_questionnaire",,"text","Overall, how do you feel?",,"[sleeppre_presleep_q2_sq009] Range: ""Very Bad"" to ""Very Good""","number",0,100,,,,,,,
"sleeppre_presleep_q3_1","sleep_study_presleep_questionnaire","Please rate how intensely you are experiencing each of the following symptoms right now.","radio","Heart racing, pounding or beating irregularly","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_1]",,,,,,,,,,
"sleeppre_presleep_q3_2","sleep_study_presleep_questionnaire",,"radio","Shortness of breath or labored breathing","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_2]",,,,,,,,,,
"sleeppre_presleep_q3_3","sleep_study_presleep_questionnaire",,"radio","A tight, tense feeling in your muscles","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_3]",,,,,,,,,,
"sleeppre_presleep_q3_4","sleep_study_presleep_questionnaire",,"radio","Cold feeling in your hands, feet or your body in general","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_4]",,,,,,,,,,
"sleeppre_presleep_q3_5","sleep_study_presleep_questionnaire",,"radio","Have stomach upset (knot or nervous feeling in stomach, heartburn, nausea, gas, etc)","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_5]",,,,,,,,,,
"sleeppre_presleep_q3_6","sleep_study_presleep_questionnaire",,"radio","Perspiration in palms of your hands or other parts of your body","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_6]",,,,,,,,,,
"sleeppre_presleep_q3_7","sleep_study_presleep_questionnaire",,"radio","Dry feeling in mouth or throat","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_7]",,,,,,,,,,
"sleeppre_presleep_q3_8","sleep_study_presleep_questionnaire",,"radio","Worry about falling asleep","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_8]",,,,,,,,,,
"sleeppre_presleep_q3_9","sleep_study_presleep_questionnaire",,"radio","Review or ponder events of the day","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_9]",,,,,,,,,,
"sleeppre_presleep_q3_10","sleep_study_presleep_questionnaire",,"radio","Depressing or anxious thoughts","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_10]",,,,,,,,,,
"sleeppre_presleep_q3_11","sleep_study_presleep_questionnaire",,"radio","Worry about problems other than sleep","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_11]",,,,,,,,,,
"sleeppre_presleep_q3_12","sleep_study_presleep_questionnaire",,"radio","Being mentally alert, active","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_12]",,,,,,,,,,
"sleeppre_presleep_q3_13","sleep_study_presleep_questionnaire",,"radio","Canít shut off your thoughts","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_13]",,,,,,,,,,
"sleeppre_presleep_q3_14","sleep_study_presleep_questionnaire",,"radio","Thoughts keep running through your head","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_14]",,,,,,,,,,
"sleeppre_presleep_q3_15","sleep_study_presleep_questionnaire",,"radio","Being distracted by sounds, noise in the environment","A1, Not at all | A2, Slightly | A3, Moderately | A4, A lot | A5, Extremely","[sleeppre_presleep_q3_15]",,,,,,,,,,
"sleeppre_unnamed_35","sleep_study_presleep_questionnaire",,"text","sleeppre_unnamed_35",,,,,,,,,,,,
"sleepmor_subject_id","sleep_study_morning_questionnaire","Edit these fields to correct subject/visit assignment (leave empty to keep ID and date as contained in Record ID above)","text","Subject ID",,,,,,,,,,,,
"sleepmor_date","sleep_study_morning_questionnaire",,"text","Date of Interview",,,"date_ymd",,,,,,,,,
"sleepmor_exclude","sleep_study_morning_questionnaire",,"yesno","Exclude this record?",,"Setting this to ""Yes"" will exclude this record from the compiled dataset",,,,,,,,,,
"sleepmro_exclude_reason","sleep_study_morning_questionnaire",,"notes","Why is this record being excluded?",,,,,,,"[sleepmor_exclude] = '1'","y",,,,
"sleepmor_survey_id","sleep_study_morning_questionnaire","Administrative Fields","text","Survey Type ID",,,"number",,,,,,,,,
"sleepmor_id","sleep_study_morning_questionnaire",,"text","sleepmor_id",,,,,,,,,,,,
"sleepmor_completed","sleep_study_morning_questionnaire",,"text","sleepmor_completed",,,,,,,,,,,,
"sleepmor_last_page_seen","sleep_study_morning_questionnaire",,"text","sleepmor_last_page_seen",,,,,,,,,,,,
"sleepmor_start_language","sleep_study_morning_questionnaire",,"text","sleepmor_start_language",,,,,,,,,,,,
"sleepmor_token","sleep_study_morning_questionnaire",,"text","sleepmor_token",,,,,,,,,,,,
"sleepmor_date_interview","sleep_study_morning_questionnaire",,"text","sleepmor_date_interview",,,,,,,,,,,,
"sleepmor_night_sq001","sleep_study_morning_questionnaire","Is this your first, second, or third night of the sleep study?","text","First Night",,"[sleepmor_night_sq001]",,,,,,,,,,
"sleepmor_night_sq002","sleep_study_morning_questionnaire",,"text","Second Night",,"[sleepmor_night_sq002]",,,,,,,,,,
"sleepmor_night_sq003","sleep_study_morning_questionnaire",,"text","Third Night",,"[sleepmor_night_sq003]",,,,,,,,,,
"sleepmor_dream1","sleep_study_morning_questionnaire",,"text","Do you remember having a dream last night?",,"[sleepmor_dream1]",,,,,,,,,,
"sleepmor_dream2","sleep_study_morning_questionnaire",,"radio","If yes, how many dreams do you remember having?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, > 4","[sleepmor_dream2]",,,,,,,,,,
"sleepmor_dream3","sleep_study_morning_questionnaire",,"text","Think about your most recent dream and get it fully in mind. Describe the dream in as much detail as possible.

	** In your report, describe the dream events as well as any thoughts, feelings, sensations, or reflections you had during the dream.
	
	** Do not embellish or create feelings, thoughts, events that you feel should have been present in your dream.
	
	** Leave out all after-the-fact commentary and reactions. Also, do not attempt to analyze or explain why you had this dream.",,"[sleepmor_dream3]",,,,,,,,,,
"sleepmor_dream4_sq_1","sleep_study_morning_questionnaire","Please rate the extent to which the following SENSORY QUALITIES occurred during the dream experience for the dream that you reported on. If you do not recollect a particular quality having been in your dream, circle 0 (Not at all).","radio","Smell","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_1]",,,,,,,,,,
"sleepmor_dream4_sq_2","sleep_study_morning_questionnaire",,"radio","Touch","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_2]",,,,,,,,,,
"sleepmor_dream4_sq_3","sleep_study_morning_questionnaire",,"radio","Taste","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_3]",,,,,,,,,,
"sleepmor_dream4_sq_4","sleep_study_morning_questionnaire",,"radio","Sounds","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_4]",,,,,,,,,,
"sleepmor_dream4_sq_5","sleep_study_morning_questionnaire",,"radio","Voices","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_5]",,,,,,,,,,
"sleepmor_dream4_sq_6","sleep_study_morning_questionnaire",,"radio","Visual Detail","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_6]",,,,,,,,,,
"sleepmor_dream4_sq_7","sleep_study_morning_questionnaire",,"radio","Visual Complexity","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_7]",,,,,,,,,,
"sleepmor_dream4_sq_8","sleep_study_morning_questionnaire",,"radio","Brightness","1, 0 (Not at all) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 (A lot)","[sleepmor_dream4_sq_8]",,,,,,,,,,
